City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
345,Bathsheba,BB,13.2167,-59.5167,88.41,79,40,14.97,scattered clouds
346,Wejherowo,PL,54.6057,18.2356,68.9,70,83,1.99,broken clouds
347,Krasnyy Kholm,RU,58.0607,37.1203,67.96,69,6,6.15,clear sky
348,Bakaly,RU,55.1789,53.8028,68.47,71,96,2.93,overcast clouds
349,Mayo,US,38.8876,-76.5119,98.2,56,0,9.22,clear sky
350,Topolobampo,MX,25.6,-109.05,91.31,55,75,13.8,broken clouds
351,Suleya,RU,55.1352,58.8792,60.31,86,49,1.34,scattered clouds
352,Korla,CN,41.7597,86.1469,89.55,16,0,4.88,clear sky
353,Tarnogskiy Gorodok,RU,60.4997,43.5761,68.23,78,15,6.33,few clouds
354,Shibetsu,JP,43.659,145.132,59.97,97,100,8.08,overcast clouds
355,Maracacume,BR,-2.0428,-45.9592,85.42,60,87,1.86,overcast clouds
356,Nuqui,CO,5.7125,-77.2708,80.69,80,55,7.52,light rain
357,Uvira,CD,-3.4067,29.1458,76.44,63,38,5.91,scattered clouds
358,Faya,SA,18.3851,42.4509,67.28,63,97,2.24,light rain
359,Biga,TR,40.2281,27.2422,77.14,38,0,3.69,clear sky
360,Khani,GE,41.9563,42.9566,58.57,93,30,3.36,scattered clouds
361,Henties Bay,NA,-22.116,14.2845,56.37,86,1,7.52,clear sky
362,Marawi,PH,7.9986,124.2928,69.24,93,100,2.73,overcast clouds
363,Roald,NO,62.5833,6.1333,64.17,82,75,5.75,broken clouds
364,Bayan,CN,46.0833,127.4,64.53,87,100,9.04,overcast clouds
365,Pouembout,NC,-21.1333,164.9,70.74,94,10,4.5,clear sky
366,Shakhtinsk,KZ,49.71,72.5872,64.11,47,15,6.89,few clouds
367,Inuvik,CA,68.3499,-133.7218,54.46,94,100,8.05,light rain
368,Tuatapere,NZ,-46.1333,167.6833,40.46,92,96,0.87,light rain
369,Vitim,RU,59.4511,112.5578,69.69,77,3,3.8,clear sky
370,Alofi,NU,-19.0595,-169.9187,74.37,77,54,21.81,light rain
371,Dolores Hidalgo,MX,21.1561,-100.9308,76.01,37,14,3.8,few clouds
372,Hasaki,JP,35.7333,140.8333,73.8,85,71,11.05,broken clouds
373,Grand-Santi,GF,4.25,-54.3833,84.52,73,87,3.53,overcast clouds
374,Zaysan,KZ,47.4667,84.8667,67.55,39,98,6.11,overcast clouds
375,Shangrao,CN,28.4532,117.9686,80.87,70,5,2.93,clear sky
376,Ixtapa,MX,20.7,-105.2,90.23,62,40,3.44,scattered clouds
377,Tarnow,PL,50.0138,20.987,68.52,88,54,8.68,moderate rain
378,Nantucket,US,41.2835,-70.0995,89.74,63,0,14.97,clear sky
379,Acurenam,GQ,1.0322,10.6488,68.58,93,99,3.87,light rain
380,Arica,CL,-18.475,-70.3042,69.35,67,0,11.5,clear sky
381,Salekhard,RU,66.53,66.6019,51.17,73,16,6.42,few clouds
382,Cidreira,BR,-30.1811,-50.2056,64.9,92,92,11.23,overcast clouds
383,Broken Hill,AU,-31.95,141.4333,52.41,76,0,6.58,clear sky
384,Coquimbo,CL,-29.9533,-71.3436,55.13,82,100,3.44,overcast clouds
385,Puerto Cabello,VE,10.4731,-68.0125,92.75,83,21,10.4,few clouds
386,Diamantino,BR,-14.4086,-56.4461,96.62,18,2,4.61,clear sky
387,Meulaboh,ID,4.1363,96.1285,78.04,87,99,7.78,overcast clouds
388,Mahina,PF,-17.5065,-149.489,78.57,78,75,9.22,light rain
389,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,0.0,few clouds
390,Kenai,US,60.5544,-151.2583,56.14,68,100,4.61,overcast clouds
391,Jizan,SA,17.3333,42.6667,81.54,72,98,15.82,light rain
392,Pachora,IN,20.6667,75.35,76.3,87,100,12.12,light rain
393,Panjakent,TJ,39.4952,67.6093,84.67,20,0,5.26,clear sky
394,Palmer,US,42.1584,-72.3287,94.21,39,40,10.36,scattered clouds
395,Caldas,CO,6.0911,-75.6357,73.4,78,75,2.3,broken clouds
396,Ryotsu,JP,38.0833,138.4333,71.37,88,82,1.57,broken clouds
397,Cabo San Lucas,MX,22.8909,-109.9124,81.7,81,100,0.0,overcast clouds
398,Dubai,AE,25.2582,55.3047,100.33,44,0,6.91,clear sky
399,Muvattupula,IN,9.9667,76.5833,74.21,95,62,0.36,heavy intensity rain
400,Wattegama,LK,6.7989,81.4808,76.6,82,71,3.94,broken clouds
401,Mitsamiouli,KM,-11.3847,43.2844,76.44,71,67,6.44,broken clouds
402,Jawhar,SO,2.7809,45.5005,74.05,82,69,16.82,broken clouds
403,Quelimane,MZ,-17.8786,36.8883,67.24,76,47,5.26,scattered clouds
404,Dvinskoy,RU,62.1535,45.1175,69.17,76,84,4.07,broken clouds
405,Tuensang,IN,26.2833,94.8333,69.98,99,99,3.04,overcast clouds
406,Jaciara,BR,-15.9653,-54.9683,95.25,18,1,2.35,clear sky
407,Tabou,CI,4.423,-7.3528,77.09,71,72,7.92,broken clouds
408,Libourne,FR,44.9167,-0.25,86.58,29,6,5.64,clear sky
409,Puerto Escondido,MX,15.85,-97.0667,85.03,74,40,10.36,scattered clouds
410,Ulaangom,MN,49.9811,92.0667,60.28,48,8,3.0,clear sky
411,Sao Filipe,CV,14.8961,-24.4956,77.38,85,75,6.89,light rain
412,Saint Anthony,US,45.0205,-93.218,74.8,78,75,17.27,broken clouds
413,Kulhudhuffushi,MV,6.6221,73.07,81.57,79,42,15.23,scattered clouds
414,Pavilosta,LV,56.8879,21.1859,64.31,75,99,12.84,overcast clouds
415,Znamenskoye,RU,57.1281,73.8282,53.71,85,94,5.48,overcast clouds
416,Senador Jose Porfirio,BR,-2.5908,-51.9542,89.85,43,39,2.66,scattered clouds
417,Aanekoski,FI,62.6946,25.818,57.72,94,100,5.14,overcast clouds
418,Asfi,MA,32.2994,-9.2372,77.04,75,99,13.58,overcast clouds
419,Kolomak,UA,49.8399,35.3044,67.48,75,74,6.35,broken clouds
420,Gerash,IR,27.6652,54.1371,91.54,26,92,0.49,overcast clouds
421,Makakilo City,US,21.3469,-158.0858,80.92,64,0,13.8,clear sky
422,Capim Grosso,BR,-11.3811,-40.0128,84.45,36,67,11.54,broken clouds
423,Vilhena,BR,-12.7406,-60.1458,92.7,19,2,3.29,clear sky
424,La Ronge,CA,55.1001,-105.2842,59.25,88,100,8.05,overcast clouds
425,Olafsvik,IS,64.8945,-23.7142,52.79,78,91,10.13,overcast clouds
426,Ahipara,NZ,-35.1667,173.1667,55.45,84,100,15.01,light rain
427,Flinders,AU,-34.5833,150.8552,49.24,92,15,5.01,few clouds
428,Praia Da Vitoria,PT,38.7333,-27.0667,73.96,82,82,3.74,broken clouds
429,San Policarpo,PH,12.1791,125.5072,80.33,83,95,2.44,overcast clouds
430,Bor,RU,56.3567,44.0669,67.42,75,62,4.41,broken clouds
431,Okhotsk,RU,59.3833,143.3,58.41,96,100,5.35,overcast clouds
432,Champerico,GT,14.3,-91.9167,82.47,74,79,6.35,broken clouds
433,Beira,MZ,-19.8436,34.8389,68.54,80,0,8.25,clear sky
434,Marquette,US,46.5333,-87.6335,80.78,68,52,1.92,broken clouds
435,Cristalina,BR,-16.7686,-47.6136,77.11,28,1,6.89,clear sky
436,Irbeyskoye,RU,55.6428,95.4522,52.65,95,8,5.53,clear sky
437,Palauig,PH,15.435,119.9045,81.93,80,100,6.15,overcast clouds
438,Andra,RU,62.5147,65.8878,51.12,72,38,6.91,scattered clouds
439,Bulgan,MN,48.8125,103.5347,53.46,92,82,1.23,broken clouds
440,Zelenoborsk,RU,61.4669,64.0333,55.27,56,97,3.62,overcast clouds
441,Grand Gaube,MU,-20.0064,57.6608,70.2,75,18,5.99,few clouds
442,Seoul,KR,37.5683,126.9778,72.97,94,100,5.75,overcast clouds
443,Klaksvik,FO,62.2266,-6.589,50.92,87,98,15.41,overcast clouds
444,Vao,NC,-22.6667,167.4833,74.5,86,57,21.14,broken clouds
445,Kang,BW,-23.6752,22.7876,68.14,28,86,2.1,overcast clouds
446,Virden,US,39.5009,-89.7679,95.05,66,14,11.43,few clouds
447,Mulege,MX,26.8833,-111.9833,94.98,46,85,10.29,overcast clouds
448,Port Augusta,AU,-32.5,137.7667,49.53,66,0,4.81,clear sky
449,Kadipur,IN,26.1667,82.3833,88.09,62,97,12.17,overcast clouds
450,Buza,RO,46.9,24.15,83.07,25,52,2.08,broken clouds
451,Kaiyuan,CN,23.6977,103.3037,65.43,95,27,4.07,scattered clouds
452,Paramonga,PE,-10.6667,-77.8333,66.15,76,85,8.93,overcast clouds
453,Guayaramerin,BO,-10.8368,-65.3614,97.34,29,17,1.1,few clouds
454,Northam,GB,51.0333,-4.2167,68.4,88,100,17.9,overcast clouds
455,Baoqing,CN,46.3317,132.2111,64.08,95,69,1.66,broken clouds
456,Awjilah,LY,29.1081,21.2869,91.47,20,0,8.68,clear sky
457,Chunskiy,RU,56.0815,99.6342,55.65,96,88,4.38,overcast clouds
458,Nhulunbuy,AU,-12.2333,136.7667,66.81,94,36,0.0,scattered clouds
459,Wana,PK,32.2989,69.5725,72.84,84,82,3.15,broken clouds
460,Lorengau,PG,-2.0226,147.2712,81.34,80,8,6.69,clear sky
461,Itarema,BR,-2.9248,-39.9167,85.37,60,31,18.25,scattered clouds
462,Derzhavinsk,KZ,51.1,66.3167,68.97,54,69,6.85,broken clouds
463,Skjervoy,NO,70.0311,20.9714,53.6,87,100,17.85,overcast clouds
464,Kholodnyy,RU,62.7167,147.95,57.81,93,100,3.44,light rain
465,Mecca,SA,21.4267,39.8261,93.02,43,20,6.4,few clouds
466,Kurchum,KZ,48.5722,83.6542,65.34,51,47,6.53,scattered clouds
467,Balaipungut,ID,1.05,101.2833,73.72,98,88,1.66,overcast clouds
468,Sanchor,IN,24.7553,71.7722,80.53,88,100,5.5,overcast clouds
469,Seymchan,RU,62.8833,152.4333,55.42,61,98,4.5,overcast clouds
470,Nizhniy Baskunchak,RU,48.2198,46.8311,72.36,56,78,4.65,broken clouds
471,Ngaoundere,CM,7.3167,13.5833,65.19,96,100,2.95,light rain
472,Upata,VE,8.0086,-62.3989,86.2,56,49,2.95,scattered clouds
473,Takaka,NZ,-40.85,172.8,44.71,74,100,3.76,overcast clouds
474,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,85.42,34,72,4.27,broken clouds
475,Dukat,RU,62.55,155.55,46.44,71,67,5.3,broken clouds
476,Baruun-Urt,MN,46.6806,113.2792,64.38,51,18,8.21,few clouds
477,Tazovskiy,RU,67.4667,78.7,56.75,95,85,8.48,overcast clouds
478,Nemuro,JP,43.3236,145.575,59.76,98,100,11.92,overcast clouds
479,Havre-Saint-Pierre,CA,50.2334,-63.5986,80.96,50,0,6.91,clear sky
480,Livingston,GB,55.9029,-3.5226,66.56,73,40,12.66,scattered clouds
481,Sarai Mir,IN,26.0167,82.9167,85.86,69,100,12.17,overcast clouds
482,Sobolevo,RU,54.4299,31.8996,65.97,83,0,4.59,clear sky
483,Chicama,PE,-7.8447,-79.1469,71.67,63,50,8.97,scattered clouds
484,Batagay-Alyta,RU,67.8006,130.4114,54.99,91,95,2.39,overcast clouds
485,Tancheng,CN,27.4375,115.4976,80.56,73,0,1.59,clear sky
486,Noumea,NC,-22.2763,166.4572,75.0,99,49,5.55,scattered clouds
487,Senanga,ZM,-16.1167,23.2667,66.34,31,54,6.58,broken clouds
488,Paamiut,GL,61.994,-49.6678,44.1,87,2,3.56,clear sky
489,Caravelas,BR,-17.7125,-39.2481,76.91,62,0,7.14,clear sky
490,Karratha,AU,-20.7377,116.8463,63.28,37,0,13.04,clear sky
491,Macapa,BR,0.0389,-51.0664,93.18,55,40,4.61,scattered clouds
492,Urucara,BR,-2.5364,-57.76,95.14,36,77,4.41,broken clouds
493,Slave Lake,CA,55.2834,-114.769,69.78,56,0,10.36,clear sky
494,San Carlos Del Zulia,VE,9.0,-71.9135,92.98,48,63,5.32,broken clouds
495,Atherton,GB,53.5237,-2.4935,69.3,79,100,4.0,overcast clouds
496,Langsa,ID,4.4683,97.9683,73.54,98,98,2.68,overcast clouds
497,Ust-Nera,RU,64.5667,143.2,61.27,90,88,5.93,overcast clouds
498,Oussouye,SN,12.485,-16.5469,80.78,78,95,10.04,light rain
499,Fukue,JP,32.6881,128.8419,78.71,84,90,12.17,overcast clouds
500,Murud,IN,18.3258,72.965,78.42,86,100,6.11,overcast clouds
501,Harper,LR,4.375,-7.7169,77.13,71,72,8.55,broken clouds
502,Cururupu,BR,-1.8283,-44.8683,88.63,51,92,5.95,overcast clouds
503,Kez,RU,57.8979,53.7152,64.2,85,63,4.74,broken clouds
504,Fortuna,US,40.5982,-124.1573,60.66,80,41,7.45,scattered clouds
505,Sur,OM,22.5667,59.5289,89.49,62,20,14.14,few clouds
506,Beringovskiy,RU,63.05,179.3167,44.22,82,100,15.08,overcast clouds
507,Saint-Denis,FR,48.9167,2.3333,81.21,36,72,5.82,broken clouds
508,Rio Grande,BR,-32.035,-52.0986,71.71,92,97,6.64,overcast clouds
509,Harrison,US,30.4091,-89.0436,93.22,60,0,5.75,clear sky
510,Ossora,RU,59.2353,163.0719,48.24,80,2,9.06,clear sky
511,Tomatlan,MX,19.9333,-105.25,90.63,55,100,6.02,overcast clouds
512,Buraydah,SA,26.326,43.975,99.05,9,24,7.49,few clouds
513,Cacoal,BR,-11.4386,-61.4472,99.79,17,4,3.65,clear sky
514,Port Moresby,PG,-9.4431,147.1797,75.16,92,94,9.06,overcast clouds
515,Paita,PE,-5.0892,-81.1144,70.84,70,13,11.43,few clouds
516,Belyy Yar,RU,53.6039,91.3903,56.86,100,0,4.47,clear sky
517,Rosa Zarate,EC,0.3333,-79.4667,80.04,71,95,3.87,overcast clouds
518,Pimenta Bueno,BR,-11.6725,-61.1936,100.27,17,6,2.77,clear sky
519,Ambilobe,MG,-13.2,49.05,67.66,81,58,3.6,broken clouds
520,Chapais,CA,49.7834,-74.8492,71.38,80,100,11.34,overcast clouds
521,Bandarbeyla,SO,9.4942,50.8122,76.46,84,42,30.6,scattered clouds
522,Yeppoon,AU,-23.1333,150.7333,56.98,85,0,7.25,clear sky
523,Rocha,UY,-34.4833,-54.3333,64.38,86,94,8.23,overcast clouds
524,Raudeberg,NO,61.9875,5.1352,59.67,82,100,3.0,overcast clouds
525,Ojinaga,MX,29.5667,-104.4167,96.42,34,0,9.22,clear sky
526,Sunyani,GH,7.3399,-2.3268,71.2,94,100,0.98,overcast clouds
527,Mongoumba,CF,3.6415,18.5936,72.23,93,39,1.36,scattered clouds
528,Rennes,FR,48.1667,-1.6667,80.64,39,0,4.61,clear sky
529,Zarand,IR,30.8127,56.564,85.86,11,0,5.46,clear sky
530,North Bend,US,43.4065,-124.2243,63.16,88,100,18.41,overcast clouds
531,Sunland Park,US,31.7965,-106.58,94.93,32,0,6.91,clear sky
532,Chiredzi,ZW,-21.05,31.6667,66.81,46,0,4.41,clear sky
533,Khonsa,IN,27.0167,95.5667,69.19,91,94,4.14,overcast clouds
534,Kallidaikurichchi,IN,8.6667,77.4833,79.07,76,56,9.93,broken clouds
535,Abapo,BO,-18.8333,-63.4667,85.84,32,64,5.73,broken clouds
536,Kununurra,AU,-15.7667,128.7333,49.98,87,39,0.0,scattered clouds
537,Lacombe,CA,52.4668,-113.7353,71.33,76,35,7.83,scattered clouds
538,Man,CI,7.4125,-7.5538,76.1,78,99,0.69,overcast clouds
539,Kazachinskoye,RU,57.6953,93.2761,52.02,97,18,4.05,few clouds
540,Kavaratti,IN,10.5669,72.642,81.25,79,100,17.45,overcast clouds
541,Katsuura,JP,35.1333,140.3,77.79,84,95,15.82,overcast clouds
542,Novikovo,RU,51.1537,37.8879,62.51,90,68,3.85,light rain
543,Matay,EG,28.419,30.7792,91.56,20,3,9.01,clear sky
544,Palu,ID,-0.8917,119.8707,75.16,95,76,3.27,broken clouds
545,Voka,EE,59.3997,27.5817,67.37,76,33,8.61,scattered clouds
546,Monticello,US,45.3055,-93.7941,70.14,83,20,5.75,light rain
547,Houma,US,29.5958,-90.7195,91.4,61,40,5.99,scattered clouds
548,Leeton,AU,-34.5667,146.4,51.71,72,92,5.93,overcast clouds
549,Kalvarija,LT,54.4,23.2333,68.68,87,86,4.14,overcast clouds
550,Purpe,RU,64.4803,76.6897,54.54,98,99,6.08,overcast clouds
551,Billings,US,45.7833,-108.5007,82.29,36,20,8.99,few clouds
552,Plaisance-Du-Touch,FR,43.5657,1.2975,86.0,26,1,7.54,clear sky
553,Bomet,KE,-0.7813,35.3416,57.31,85,86,3.33,overcast clouds
554,Dingle,PH,10.9995,122.6711,77.88,89,87,1.74,overcast clouds
555,Flin Flon,CA,54.7682,-101.865,58.84,77,75,9.22,broken clouds
556,Floro,NO,61.5996,5.0328,66.24,67,100,16.11,overcast clouds
557,Owando,CG,-0.4819,15.8999,74.57,88,94,3.15,light rain
558,Wewak,PG,-3.5534,143.6268,79.63,84,23,4.97,few clouds
559,Anahuac,MX,27.2333,-100.15,96.01,35,64,17.58,broken clouds
560,Yumbe,UG,3.4651,31.2469,68.67,70,8,3.36,light rain
561,Santa Cruz De Tenerife,ES,28.4682,-16.2546,91.0,42,20,8.05,few clouds
562,Braila,RO,45.2667,27.9833,84.27,26,0,4.94,clear sky
563,Segezha,RU,63.7415,34.3222,59.54,97,100,4.0,heavy intensity rain
564,Olinda,BR,-8.0089,-34.8553,78.53,76,67,15.23,broken clouds
565,Bongandanga,CD,1.5,21.05,71.17,92,75,0.87,light rain
566,Rocky Mountain House,CA,52.3668,-114.9188,68.0,68,25,6.73,scattered clouds
567,Riyadh,SA,24.6877,46.7219,100.54,11,92,9.64,overcast clouds
568,Severo-Yeniseyskiy,RU,60.3725,93.0408,49.8,93,100,8.63,overcast clouds
569,Eureka,US,40.8021,-124.1637,60.93,82,45,1.99,scattered clouds
570,Half Moon Bay,US,37.4636,-122.4286,76.87,74,75,13.8,mist
571,Impfondo,CG,1.6381,18.0667,73.65,86,76,2.06,broken clouds
572,Kidal,ML,18.4411,1.4078,98.29,23,83,8.63,broken clouds
573,Mamlyutka,KZ,54.9375,68.5394,56.08,81,54,7.56,broken clouds
574,Agadir,MA,30.4202,-9.5982,88.25,46,92,8.46,overcast clouds
575,Darnah,LY,32.767,22.6367,78.98,68,0,17.87,clear sky
576,Eregli,TR,37.5133,34.0467,72.41,34,0,5.48,clear sky
577,Colares,PT,38.7992,-9.4469,89.28,51,0,16.11,clear sky
578,Kargopol,RU,61.5071,38.9456,67.84,70,30,5.77,scattered clouds
579,Casma,CL,-41.0082,-73.1244,50.74,89,77,5.55,broken clouds
580,Hovd,MN,48.0056,91.6419,62.37,47,30,1.99,scattered clouds
581,Marsa Matruh,EG,31.3525,27.2453,78.91,74,1,10.54,clear sky
582,Tumarbong,PH,10.3766,119.4579,79.56,85,93,1.59,overcast clouds
583,Kavieng,PG,-2.5744,150.7967,82.33,74,4,12.71,clear sky
584,Mana,GF,5.6592,-53.7767,83.07,73,39,9.37,scattered clouds
585,Zhigansk,RU,66.7697,123.3711,48.45,95,15,6.55,few clouds
586,Agropoli,IT,40.3469,14.9966,83.08,75,0,3.36,clear sky
587,Mason City,US,43.1536,-93.201,84.45,65,0,11.5,clear sky
588,Kosh-Agach,RU,50.0,88.6667,48.78,66,48,3.6,scattered clouds
589,Thomastown,IE,52.5267,-7.1372,67.51,92,100,15.37,overcast clouds
590,San Nicolas,PH,18.1725,120.5953,81.66,84,67,2.91,broken clouds
591,Ialibu,PG,-6.2821,143.9935,56.23,97,80,1.34,broken clouds
592,Gamba,GA,-2.65,10.0,69.96,84,64,8.16,broken clouds
593,Solnechnyy,RU,50.7214,136.6319,56.91,92,43,3.74,scattered clouds
594,Teguise,ES,29.0605,-13.564,73.62,83,100,3.44,overcast clouds
595,Hoi An,VN,15.8794,108.335,80.56,86,0,6.15,clear sky
596,San Rafael,AR,-34.6177,-68.3301,69.87,15,14,3.91,few clouds
597,Aykhal,RU,66.0,111.5,61.5,68,99,7.25,overcast clouds
598,Melendugno,IT,40.2747,18.3368,89.69,37,0,8.05,clear sky
599,Mwene-Ditu,CD,-7.0,23.45,77.67,31,36,3.74,scattered clouds
600,Sao Francisco,BR,-15.9486,-44.8644,88.32,24,0,6.49,clear sky
601,Umm Kaddadah,SD,13.6017,26.6876,93.94,31,20,9.64,few clouds
602,Oktyabrskoye,RU,43.0645,44.7417,62.74,93,78,6.71,light intensity drizzle
603,Kerman,IR,30.2832,57.0788,89.46,12,40,4.61,scattered clouds
604,Ekhabi,RU,53.5102,142.9671,53.22,93,99,7.87,overcast clouds
605,Ranong,TH,9.9658,98.6348,78.19,87,98,3.62,overcast clouds
606,Chipinge,ZW,-20.1883,32.6236,55.92,65,50,4.03,scattered clouds
607,Japura,ID,-0.3167,102.35,74.34,98,93,1.21,overcast clouds
608,Najran,SA,17.4924,44.1277,79.99,54,83,3.89,broken clouds
609,Xaghra,MT,36.05,14.2644,80.51,75,0,9.13,clear sky
610,Pauini,BR,-7.7136,-66.9764,91.18,46,36,2.86,scattered clouds
611,Bad Ems,DE,50.3333,7.7167,78.22,58,73,2.8,broken clouds
612,Guilin,CN,25.2819,110.2864,77.72,86,0,0.2,clear sky
613,Calabozo,VE,8.9242,-67.4293,91.26,42,10,6.58,clear sky
614,Padang,ID,-0.9492,100.3543,77.77,87,99,4.76,overcast clouds
615,Barcelos,PT,41.5388,-8.6151,79.79,44,1,6.42,clear sky
616,Turinskaya Sloboda,RU,57.6232,64.3858,60.19,65,63,3.56,broken clouds
617,Carballo,ES,43.213,-8.691,80.02,71,6,6.93,clear sky
618,Heishan,CN,41.6892,122.1128,65.48,97,24,2.44,few clouds
619,Djenne,ML,13.9061,-4.5533,84.85,56,97,7.81,overcast clouds
620,Tari,NG,12.4086,4.4914,86.18,57,96,8.32,overcast clouds
621,Jalu,LY,29.0331,21.5482,91.24,19,0,8.99,clear sky
622,Pangody,RU,65.85,74.4859,52.36,87,100,18.21,overcast clouds
623,Saint-Pierre,RE,-21.3393,55.4781,69.48,78,75,23.02,broken clouds
624,Mitchell,US,43.7094,-98.0298,87.78,51,0,10.36,clear sky
625,Mezen,RU,65.8522,44.24,57.97,69,91,6.02,overcast clouds
626,Fantanele,RO,46.1167,21.4,92.91,26,0,5.75,clear sky
627,Te Anau,NZ,-45.4167,167.7167,37.18,94,94,0.81,overcast clouds
628,Baculin,PH,7.4525,126.5842,77.59,88,94,5.53,light rain
629,Nyurba,RU,63.2842,118.3319,61.3,86,1,6.49,clear sky
630,Kurilsk,RU,45.2333,147.8833,55.42,97,100,17.27,heavy intensity rain
631,Ekimchan,RU,53.0667,132.9667,56.12,93,1,2.24,clear sky
632,Taguatinga,BR,-12.3857,-46.5711,92.95,20,0,6.42,clear sky
633,Sangueya,GN,10.7,-14.3667,76.87,90,100,4.41,overcast clouds
634,Vrangel,RU,42.7297,133.0839,62.91,95,100,8.99,overcast clouds
635,Zirgan,RU,53.2222,55.9185,64.85,83,1,6.89,clear sky
636,Samana,DO,19.2056,-69.3369,89.82,66,20,13.8,few clouds
637,Acapulco,MX,16.8634,-99.8901,85.82,74,75,5.75,broken clouds
638,Horta,PT,38.5333,-28.6333,78.44,78,40,12.66,scattered clouds
639,Gorontalo,ID,0.5412,123.0595,74.8,94,39,4.29,scattered clouds
640,Ishigaki,JP,24.3448,124.1572,82.53,94,40,8.05,scattered clouds
641,Melioratorov,RU,57.2107,65.6077,64.78,59,0,8.95,clear sky
642,Koprivstica,RS,43.2349,22.6205,81.86,32,3,3.56,clear sky
643,Bosanska Kostajnica,HR,45.2159,16.5444,84.67,43,66,4.07,broken clouds
644,Kargasok,RU,59.0556,80.8572,55.2,67,86,5.46,overcast clouds
645,Luanda,AO,-8.8368,13.2343,69.26,89,98,8.28,overcast clouds
646,Goure,NE,13.9835,10.2704,86.02,36,71,6.73,broken clouds
647,Uzhhorod,UA,48.6167,22.3,82.38,34,64,4.16,broken clouds
648,Priekule,LV,56.4468,21.5897,63.72,78,80,7.72,broken clouds
649,Sarangpur,IN,23.5667,76.4667,75.85,95,100,10.29,light rain
650,Papara,BR,-3.9839,-38.7273,88.84,39,21,10.31,few clouds
651,Gazanjyk,TM,39.2446,55.5154,83.5,49,3,15.57,clear sky
652,Paka,MY,4.6374,103.4368,79.18,85,91,4.34,overcast clouds
653,Salta,AR,-24.7859,-65.4117,76.57,47,0,6.91,clear sky
654,Murgab,TM,37.4966,61.9714,91.27,33,0,6.91,clear sky
655,Astara,AZ,38.5,48.6667,71.58,83,11,2.86,few clouds
656,Beroroha,MG,-21.6667,45.1667,69.13,46,17,2.3,few clouds
657,Yar-Sale,RU,66.8333,70.8333,50.29,79,88,15.82,overcast clouds
658,Tigil,RU,57.8,158.6667,48.02,70,27,1.77,scattered clouds
659,Bang Saphan,TH,11.2126,99.5117,76.24,92,100,4.21,overcast clouds
660,Yangambi,CD,0.8102,24.4336,74.5,80,95,1.41,overcast clouds
661,Nieuw Amsterdam,SR,5.8833,-55.0833,91.56,78,20,4.61,light intensity shower rain
662,Aketi,CD,2.7388,23.7833,74.03,81,50,0.54,scattered clouds
663,Senneterre,CA,48.3835,-77.2328,74.86,49,80,9.84,broken clouds
664,San Jose,US,37.3394,-121.895,81.54,51,20,5.75,few clouds
665,Krasnokamensk,RU,50.0979,118.0369,61.83,96,99,3.38,moderate rain
666,Mandalgovi,MN,45.7625,106.2708,63.81,53,70,7.16,broken clouds
667,Kirakira,SB,-10.4544,161.9205,77.25,85,14,5.17,few clouds
668,Prince Rupert,CA,54.3161,-130.3201,57.29,85,100,5.75,overcast clouds
669,Banda Aceh,ID,5.5577,95.3222,78.49,85,77,4.25,broken clouds
670,Shieli,KZ,44.1667,66.75,93.36,19,27,16.02,scattered clouds
671,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,80.4,91,95,1.52,overcast clouds
672,Nabannagan,PH,18.0715,121.5338,76.78,95,57,1.5,broken clouds
673,Martinsville,US,36.6915,-79.8725,94.17,48,0,4.61,clear sky
674,Tres Picos,MX,15.8667,-93.5333,79.86,83,100,3.74,overcast clouds
675,Pangnirtung,CA,66.1451,-65.7125,44.6,93,20,13.8,mist
676,Sao Caetano De Odivelas,BR,-0.75,-48.02,81.82,76,83,8.3,broken clouds
677,San Simon De La Laguna,MX,19.3,-100.0833,62.8,74,96,3.65,overcast clouds
678,Nagato,JP,34.3833,131.2,74.62,75,100,3.44,overcast clouds
679,Pyshchug,RU,58.8873,45.7134,67.62,76,11,4.47,few clouds
680,Rochefort,FR,45.9167,-1.0,69.85,75,8,8.01,clear sky
681,Dawlatabad,AF,36.4141,64.9053,95.52,17,0,18.05,clear sky
682,Petatlan,MX,17.5167,-101.2667,91.2,56,100,2.91,overcast clouds
683,Szczytno,PL,53.5626,20.9875,64.54,97,99,4.68,overcast clouds
684,Deputatskiy,RU,69.3,139.9,48.47,71,88,4.23,overcast clouds
685,Arandis,NA,-22.4167,14.9667,63.63,45,0,3.51,clear sky
686,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,72,0,15.9,clear sky
687,Hualmay,PE,-11.0964,-77.6139,65.89,74,81,8.9,broken clouds
688,Merauke,ID,-8.4667,140.3333,75.34,91,48,12.12,scattered clouds
689,Guisa,CU,20.255,-76.5386,86.5,63,83,7.85,broken clouds
